All event log messages.
Date:	2014-08-19 10:18:08
System Name:	2600-501273
Controller Name:	
Controller Id	2600-501273

RobotWare:	5.15.5001
Key:	ec2222Bz6xD9A22I22Y422h22Go23z
Options:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-2 German
		709-x DeviceNet
			709-2/709-5 Master/Slave Dual
			608-1 World Zones
			611-1 Path Recovery
			613-1 Collision Detection
			812-1 Production Manager
			633-1 Arc
				650-x Power source type
					External option loaded Welder
					652-1 BullsEye
					653-x Torch Service
						653-2 Binzel - TC97

DriveModule1
Key:	Mxth-XqT01hhjhRhK
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 2600
			2600ID-8/2.00
				No motor fan
				Drive System 09 2600/4400/6400R
					No additional drive

AW-MILLER-AA-007
	Key:	07PPWQPPPPO-.PFlVhgF5E-1b
Options:	

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45532     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:41:45 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45533     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:41:45 	The system is in the Motors ON state.	{args: }
45534     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:41:47 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45535     	I   	Operational         	10024   	Collision triggered                     	2014-08-18 12:41:47 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
45536     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:41:48 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45537     	I   	Operational         	10026   	Collision retraction                    	2014-08-18 12:41:48 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
45538     	I   	Operational         	10025   	Collision confirmed                     	2014-08-18 12:41:51 	The collision detection has been confirmed. 	{args: }
45539     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:41:52 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45540     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:41:53 	The system is in the Motors ON state.	{args: }
45541     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:41:54 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45542     	I   	Operational         	10024   	Collision triggered                     	2014-08-18 12:41:54 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
45543     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:41:55 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45545     	I   	Operational         	10026   	Collision retraction                    	2014-08-18 12:41:59 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
45546     	I   	Operational         	10025   	Collision confirmed                     	2014-08-18 12:42:00 	The collision detection has been confirmed. 	{args: }
45547     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:42:03 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45548     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:42:04 	The system is in the Motors ON state.	{args: }
45549     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:42:07 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45550     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2014-08-18 12:46:02 	One or more axes of the robot connected to drive module rob1_4 has exceeded the maximum speed for teach mode operation.	{args: "rob1_4", "1", "1", "1", "4"}
45551     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:51:16 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45552     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:51:16 	The system is in the Motors ON state.	{args: }
45553     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:51:18 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45554     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:51:19 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45555     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:51:20 	The system is in the Motors ON state.	{args: }
45556     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:51:26 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45557     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:51:28 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45558     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:51:29 	The system is in the Motors ON state.	{args: }
45559     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:51:32 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45560     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:51:33 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45561     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:51:33 	The system is in the Motors ON state.	{args: }
45562     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 12:51:36 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45563     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 12:51:36 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45564     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 12:51:37 	The system is in the Motors ON state.	{args: }
